X,Y,Env,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100
522808.1723,4959572.083,5,2,1,2,0,2,1,2,1,1,1,1,1,1,0,1,1,2,2,2,1,1,2,1,2,2,2,1,1,0,1,1,1,0,2,1,2,0,1,0,1,0,1,1,0,0,1,1,2,1,1,0,2,1,2,1,2,2,2,0,0,1,1,1,2,0,0,0,1,2,1,1,2,0,1,2,2,1,2,2,0,2,0,2,0,0,0,0,0,1,0,2,1,1,0,0,1,1,2,0,2
486167.2301,4913107.888,5,0,2,2,1,1,0,0,1,1,1,0,2,0,1,1,1,0,1,1,2,2,1,1,1,1,2,2,0,1,2,2,0,2,1,0,0,0,2,2,1,1,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,2,2,0,2,0,2,1,2,2,0,1,0,2,2,2,0,1,0,1,2,2,2,2,2,1,0,0,2,0,0,1,0,2,2,2,2,1,1,0,2,1
541275.2485,4906042.255,0,0,2,1,0,2,1,1,1,2,0,0,2,2,0,2,1,0,0,0,2,2,2,2,1,2,2,0,1,1,1,2,0,1,0,1,2,1,1,1,2,2,0,2,1,0,0,0,1,1,1,2,2,1,0,1,1,2,1,1,1,1,1,1,2,1,0,2,1,2,1,0,2,0,2,0,2,2,2,0,2,2,0,1,1,1,1,2,1,0,0,2,2,1,1,2,0,1,2,2,1
545652.6097,4991880.549,5,2,1,0,1,1,0,1,1,2,1,1,0,2,0,0,0,1,2,2,2,0,0,2,0,0,0,1,0,1,1,2,0,0,1,0,1,2,1,1,2,1,1,2,0,1,2,0,1,2,2,0,2,0,2,1,1,1,2,2,0,1,0,0,1,1,0,0,2,2,0,2,0,0,2,2,0,0,1,0,1,1,2,2,1,1,1,1,0,1,0,0,1,1,1,1,1,2,2,2,2
523215.3935,4933079,0,2,1,2,0,1,1,2,1,0,2,1,1,1,2,2,1,1,1,1,2,1,2,1,0,1,1,1,1,0,2,1,1,2,0,1,2,1,1,2,1,1,1,2,1,2,2,0,1,0,2,1,2,0,2,1,1,1,0,0,1,2,1,2,0,1,0,2,0,0,2,1,1,0,0,1,0,1,2,1,2,1,1,1,1,1,0,2,0,0,0,1,2,2,2,0,1,2,1,1,2
481487.5432,4917976.705,5,0,1,1,2,0,1,2,0,0,1,1,1,0,2,0,2,0,0,1,2,0,2,2,2,0,2,2,2,0,2,0,2,2,0,2,2,0,2,2,1,0,2,1,1,0,0,2,2,0,1,1,2,1,1,0,1,0,0,2,1,2,0,2,0,1,0,2,2,1,0,2,1,0,1,2,0,1,1,0,0,2,2,1,0,0,0,1,0,1,2,1,0,1,2,2,2,0,1,1,2
541181.5969,4975677.592,5,2,2,2,0,1,1,2,1,2,2,1,0,2,0,2,2,2,1,2,2,1,2,1,1,1,2,1,1,0,1,0,0,2,2,0,2,1,2,1,2,0,1,2,1,0,1,2,1,1,1,0,2,2,2,1,0,1,1,0,0,0,1,1,2,0,2,1,1,1,0,2,1,0,2,2,0,2,1,1,0,2,1,1,1,0,0,0,1,1,0,1,2,0,1,2,0,2,2,2,1
532767.2961,4911370.667,0,0,2,2,2,0,2,2,2,1,1,1,1,2,0,2,1,2,0,1,2,0,1,1,1,1,1,2,0,1,1,1,1,2,1,2,1,2,1,0,1,0,1,1,1,1,0,1,2,0,2,2,0,0,0,1,2,1,1,1,2,0,0,0,1,2,1,1,1,2,1,2,2,0,2,1,2,1,1,1,1,2,0,0,0,2,0,1,1,1,1,1,1,2,0,0,0,1,2,2,2
564242.7516,4983685.533,0,2,1,2,0,0,2,0,2,2,1,1,0,2,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,2,0,0,2,1,0,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,0,2,2,2,0,1,1,1,1,0,0,1,1,2,1,2,1,2,1,1,1,2,2,1,1,0,1,0,1,1,2,2,1,1,0,1,1,2,2,0,1,2,2,0,1,1,2,2,1,0
542992.7127,4927252.628,0,0,1,2,1,1,1,2,0,0,0,0,2,1,1,1,2,0,2,1,2,1,2,0,0,1,0,0,0,2,2,1,0,2,2,2,2,1,2,2,1,1,2,2,2,1,0,1,1,0,2,2,2,2,0,0,0,0,2,0,1,1,2,1,0,1,1,2,0,1,1,1,2,0,2,2,0,2,1,0,1,1,0,0,2,1,1,1,1,0,0,1,2,0,0,0,0,2,2,2,1
492948.7976,4910120.249,0,0,2,1,0,0,1,2,1,2,0,0,0,2,1,2,1,0,0,1,2,2,2,1,1,2,1,1,2,0,1,0,1,2,0,0,2,0,2,2,2,2,2,1,1,0,0,2,0,0,1,2,0,0,2,2,0,0,0,0,2,2,1,1,0,2,2,1,0,0,0,2,2,1,2,2,0,2,0,0,0,2,1,0,0,1,0,2,1,2,2,1,0,2,2,2,0,2,1,2,0
527295.7722,4933401.211,0,1,2,1,0,2,2,0,1,0,2,0,1,1,1,1,1,0,2,1,2,2,1,2,0,0,1,0,1,2,1,0,0,2,0,1,2,1,1,1,2,1,2,1,1,0,2,1,1,1,2,0,1,1,0,2,1,1,0,1,1,1,1,2,1,2,0,2,1,1,2,2,0,0,1,2,0,2,1,0,1,1,1,1,2,1,0,1,2,0,0,2,2,1,1,0,0,0,1,1,2
505705.531,4996202.017,5,1,2,1,0,1,2,0,1,2,2,2,2,0,1,1,1,0,0,1,2,1,1,1,0,0,0,0,2,0,1,0,0,2,0,0,2,2,2,2,0,2,0,0,0,1,1,2,2,1,1,0,1,0,1,2,1,2,0,2,1,1,1,0,1,2,0,2,1,2,2,2,0,2,1,2,1,1,0,2,0,2,1,1,2,1,2,0,0,2,0,2,2,1,0,0,0,1,2,2,1
538223.8632,4925959.299,0,0,1,0,0,2,2,1,1,1,2,0,1,0,2,1,0,0,0,2,2,2,1,1,1,1,2,1,2,0,1,2,2,2,1,1,0,2,0,0,2,2,0,2,2,1,0,0,0,0,0,1,1,2,0,2,2,0,0,2,2,2,0,0,0,1,1,2,1,2,2,0,2,0,2,1,1,2,2,2,0,0,2,1,2,0,0,1,1,1,1,2,2,0,0,0,1,1,2,2,2
527103.5005,4911256.718,0,0,2,2,1,2,1,1,1,1,2,0,2,1,0,1,0,1,0,0,2,1,0,0,1,2,2,0,1,1,2,2,2,2,2,2,0,1,2,2,2,0,1,0,2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,1,0,2,1,2,1,2,2,1,1,2,0,1,2,0,2,2,1,1,0,1,0,2,1,0,0,2,1,0,2,0,1,0,0,2,0,2,2,2
504665.5389,4943956.484,5,1,1,1,1,0,1,1,2,0,0,0,2,1,0,2,1,0,0,2,1,0,2,2,1,1,1,1,2,0,2,0,1,1,0,0,0,1,1,0,1,0,1,0,2,1,2,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,2,1,1,1,1,0,2,1,0,1,0,0,2,2,0,1,0,1,2,2,1,1,2,2,0,1,2,0,0,0,0,0,1,2,1,0,2,1
566420.0499,4995161.499,0,1,2,2,0,1,0,0,2,2,2,2,0,1,0,2,0,0,1,2,2,2,2,0,1,0,2,2,1,0,0,1,0,0,0,2,2,2,1,2,1,0,1,2,2,1,2,0,1,2,1,0,2,1,2,2,2,2,1,1,1,0,0,0,1,1,2,1,2,0,2,0,1,0,2,2,0,0,2,0,1,2,2,2,2,1,2,1,2,2,0,2,1,2,0,2,0,2,2,2,2
478293.499,4954626.513,0,0,1,2,2,1,1,0,1,2,1,1,0,2,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,0,1,0,2,1,1,2,1,0,1,1,0,1,1,1,1,1,1,2,0,0,1,1,2,2,2,1,2,1,2,2,2,0,0,0,1,1,1,2,1,1,1,1,2,1,2,1,1,0,1,0,1,2,0,1,1,1,1,1,2,1,2,2,0,0,0,2,2,0,2,2
487062.8505,4937273.022,0,0,2,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,0,0,2,2,2,0,1,1,1,0,2,0,1,2,0,1,0,1,1,2,1,1,2,0,2,1,0,1,2,2,1,2,1,0,0,2,1,2,1,0,1,0,0,1,0,1,2,2,2,1,0,2,2,1,2,2,0,2,2,0,2,2,0,1,1,1,0,1,0,1,2,0,0,1,0,1,1,1,2,2,2
567472.1527,4917980.479,5,0,1,2,0,0,2,1,2,0,1,2,1,1,2,2,2,2,2,2,1,2,2,1,0,2,1,0,1,2,1,2,0,0,0,1,0,1,1,1,2,1,1,0,2,1,2,1,1,0,1,1,1,2,1,1,1,0,2,2,0,1,2,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,2,2,1,1,0,1,1,1,2,0,1,1,2,2,1,1,2,0,2,1,2,2
566358.1947,4987639.95,5,2,1,2,1,0,1,2,1,0,1,1,1,2,0,1,0,1,2,1,2,0,2,0,0,1,0,1,2,1,0,2,0,2,0,1,2,0,1,2,2,1,2,2,2,1,2,1,0,2,2,0,2,2,1,1,2,1,2,1,1,1,0,0,1,2,2,1,1,2,2,1,1,0,2,1,0,1,1,1,0,2,2,1,1,2,1,1,2,0,0,2,2,1,0,0,1,2,2,2,1
526825.7295,4968350.437,5,2,1,1,2,2,1,1,2,2,2,1,0,1,1,2,1,1,1,2,2,0,1,0,0,2,1,0,2,0,2,0,0,1,1,0,1,1,1,1,1,2,2,0,1,0,1,0,0,1,1,1,0,1,1,1,0,2,0,1,2,2,2,0,1,1,1,1,0,0,1,2,0,1,2,1,0,1,1,1,2,1,1,2,2,0,1,1,2,1,0,1,0,0,2,0,1,1,1,1,1
478846.6722,4978496.026,5,1,0,2,1,1,2,0,1,2,2,1,0,1,1,2,1,2,2,1,1,1,0,1,1,2,0,2,0,0,0,1,0,2,0,0,0,1,1,0,1,2,2,2,0,1,2,1,0,1,2,0,0,1,0,2,0,2,1,1,1,2,1,2,0,0,2,0,2,2,2,0,1,0,1,2,1,0,0,2,1,1,2,0,1,1,2,1,0,0,1,1,1,0,1,0,0,1,1,2,2
486518.9744,4932338.221,0,0,1,1,0,0,2,0,0,2,1,0,2,2,0,2,1,0,2,1,1,2,2,2,1,0,0,1,1,0,1,1,0,2,1,1,2,2,2,0,0,1,2,2,1,0,2,1,2,1,0,0,1,2,0,2,2,1,1,0,1,2,1,0,1,0,2,0,2,1,1,1,1,1,2,2,0,0,1,1,1,2,2,1,1,1,1,1,0,1,2,0,1,2,0,1,1,1,2,2,1
554877.5963,4922515.633,0,2,2,1,1,1,1,2,1,1,2,1,1,2,1,0,1,0,2,1,2,2,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,2,1,1,2,1,0,1,1,0,0,0,0,1,1,1,1,2,0,1,1,0,2,1,0,2,2,1,0,2,2,1,0,1,1,0,1,1,1,2,0,2,0,2,1,1,2,2,2,1,0,0,1,0,0,2,1,0,0,0,2,2,1,2,2
485412.7986,4922891.593,0,0,2,2,1,2,0,2,0,1,1,0,2,2,1,1,0,0,2,1,1,1,2,2,1,1,1,2,2,0,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,0,2,1,0,0,2,2,1,0,2,2,1,0,1,0,2,0,0,0,1,2,0,1,2,0,2,2,2,0,2,0,1,2,0,1,2,1,0,0,2,0,2,1,1,2,1,1,1,1,1,1,2,2,2,2
525411.1589,4940562.232,0,2,1,1,1,2,2,2,1,0,1,2,0,0,2,1,1,0,0,2,2,0,2,1,1,2,1,1,2,0,1,1,1,2,1,1,1,1,0,0,2,1,1,0,2,0,0,1,1,0,2,1,1,0,1,1,2,0,1,0,1,2,0,1,1,0,1,1,2,0,1,1,0,0,1,1,1,1,1,2,0,1,1,2,1,1,0,0,2,1,0,2,1,0,0,0,0,1,0,1,2
526967.7841,4955371.185,5,1,1,2,1,2,0,1,2,2,2,1,0,0,1,1,1,2,2,2,2,0,2,0,1,1,2,1,1,0,0,2,0,1,1,0,2,1,1,2,2,0,2,0,1,0,1,1,1,1,0,1,2,2,0,1,1,2,2,2,2,1,1,1,2,1,2,2,1,0,2,1,1,0,1,1,2,1,2,2,1,2,1,0,0,1,0,0,2,2,1,2,2,2,1,0,0,0,1,1,0
560815.2428,4971678.772,0,1,1,1,0,0,2,1,0,2,0,0,1,2,0,1,2,1,1,1,2,1,0,2,0,2,1,1,1,2,2,1,1,1,1,1,0,0,0,2,2,0,1,1,1,2,1,1,0,2,2,2,2,0,2,0,1,1,2,0,0,1,2,1,1,0,1,1,0,2,1,1,1,0,1,1,0,1,2,0,0,1,2,2,0,1,1,0,1,1,0,2,1,2,0,2,1,1,2,1,1
538309.1052,4972996.279,5,2,0,1,0,1,2,1,1,1,1,2,0,1,1,1,0,1,2,2,1,1,2,0,0,0,2,0,1,0,0,0,2,1,0,0,2,0,2,1,2,1,2,1,2,0,2,1,1,1,0,1,1,0,0,0,0,2,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,2,2,0,2,0,1,1,2,2,1,1,0,1,2,0,2,1,2,2,1,0,0,1,1,1,1,1
544397.5776,4928931.619,5,0,2,2,0,2,1,0,0,2,1,0,1,2,2,1,0,0,0,2,2,1,2,1,0,1,1,1,0,2,2,1,1,2,1,1,2,1,1,1,0,1,1,1,2,0,1,1,2,2,1,1,2,2,1,1,2,0,2,0,2,2,2,0,1,0,2,1,0,0,0,1,2,0,1,1,0,1,1,0,1,2,1,1,2,1,1,0,0,1,0,1,1,0,0,0,0,1,2,2,1
515862.9291,4954012.275,5,0,1,2,2,2,2,0,1,1,1,0,1,0,0,2,0,1,1,1,1,1,1,2,1,0,2,0,1,1,2,0,1,0,0,0,1,1,1,1,2,0,1,1,2,1,1,0,2,0,2,1,1,0,1,1,1,1,0,1,2,1,1,0,2,2,1,1,1,0,1,2,1,2,1,0,1,1,0,1,1,0,2,1,0,1,1,0,0,0,2,2,2,0,1,0,1,1,1,2,1
543987.0748,4963582.988,5,1,2,2,2,0,1,2,2,2,1,1,0,1,0,2,0,1,0,1,1,0,2,0,0,1,0,0,2,0,2,1,0,0,2,0,1,1,1,1,0,0,1,2,1,0,1,1,1,1,1,1,2,1,2,1,0,2,0,0,2,2,2,1,1,0,1,1,1,0,1,2,1,2,1,1,0,0,1,1,2,2,2,2,0,0,0,0,0,2,0,2,0,1,2,1,0,2,1,2,2
568788.0603,4944582.711,0,1,1,2,0,0,2,0,2,0,1,0,0,1,0,0,0,0,1,2,2,1,2,1,1,1,2,1,0,2,2,1,2,0,0,1,2,0,2,1,0,0,1,0,2,0,2,1,1,0,2,0,2,1,0,0,0,0,2,1,2,1,2,2,0,0,2,2,2,2,2,0,2,0,1,0,0,1,2,0,0,0,2,0,1,0,0,0,0,1,0,2,0,2,0,2,0,2,1,2,2
544678.1313,4954592.211,5,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,0,0,2,1,2,2,0,1,0,0,0,2,1,0,1,1,0,1,2,0,2,1,0,2,1,0,1,1,2,2,0,1,1,1,1,0,2,2,1,1,0,1,1,1,1,0,2,0,1,1,2,1,1,1,0,1,0,2,1,1,0,1,1,1,2,2,2,2,1,1,1,0,0,2,0,2,1,2,1,0,1,2,2,1,2
512710.0596,4922875.555,0,0,1,0,0,1,2,2,2,0,1,0,2,0,2,2,0,1,1,0,2,1,0,2,2,1,2,0,2,2,2,1,1,2,0,2,0,1,0,0,2,2,1,0,2,1,1,2,1,0,1,1,1,0,1,1,2,0,1,0,0,0,1,0,1,0,1,1,1,1,2,1,2,0,0,2,2,1,2,1,0,2,0,0,1,1,2,1,1,0,1,1,0,1,0,2,2,2,2,2,1
507057.6989,4940826.318,0,0,1,2,1,1,1,1,1,1,0,0,1,2,1,2,0,1,2,1,1,1,2,0,1,1,2,1,2,1,1,2,1,2,1,2,2,1,0,0,2,1,0,1,1,1,2,1,0,0,0,1,1,2,0,1,2,2,1,1,1,1,1,0,1,2,2,2,1,0,1,1,0,0,2,2,1,2,2,1,1,2,1,0,2,1,0,0,1,2,0,2,1,1,1,0,1,2,1,0,1
511542.4282,4958092.578,5,1,2,1,1,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,0,2,0,1,1,1,1,2,1,2,1,2,1,2,0,1,2,1,0,2,1,1,0,0,0,2,0,0,0,1,2,1,2,1,1,1,0,2,1,1,1,1,0,2,1,1,2,0,2,1,1,0,2,1,2,2,0,0,0,0,0,0,1,1,1,0,0,2,2,0,1,2,0,2
508277.4249,4929253.767,0,0,2,1,0,0,1,2,0,0,1,0,2,0,2,1,1,0,1,2,1,2,1,1,1,0,1,1,1,1,1,2,2,0,1,2,1,1,2,1,1,1,1,0,2,2,1,1,1,0,1,2,1,0,0,0,2,0,1,1,1,1,0,0,2,1,2,1,2,0,2,1,1,0,1,2,0,1,2,1,1,2,1,0,0,0,0,0,1,1,0,0,2,1,2,0,0,1,1,2,2
481955.7077,4991802.653,5,2,0,1,1,2,0,0,1,2,2,1,1,1,2,0,0,1,1,2,2,1,2,1,0,0,1,1,1,1,1,0,0,2,1,0,0,1,2,1,1,1,1,1,2,0,2,0,1,0,1,0,1,2,0,1,1,2,1,2,1,2,1,1,0,0,0,1,0,2,1,2,0,2,1,2,1,2,2,1,1,1,1,1,0,1,1,1,0,2,1,0,1,0,0,0,1,1,2,1,1
513158.2258,4933755.069,0,0,2,0,1,1,2,2,2,2,2,2,1,1,1,1,1,2,0,2,2,2,2,0,0,0,1,2,2,1,1,0,0,2,1,2,1,1,0,1,1,0,2,0,2,0,2,0,1,1,2,0,2,1,0,1,0,1,2,1,0,2,1,1,0,0,1,1,2,1,0,1,0,0,0,2,1,2,2,0,2,2,0,2,0,1,1,1,2,1,2,2,0,1,2,0,0,2,2,0,2
491891.0949,4986427.731,5,2,0,2,0,1,2,2,2,2,1,1,0,1,1,0,2,0,2,2,0,0,2,2,1,2,2,2,0,0,1,0,0,1,2,1,1,1,2,1,0,1,2,0,0,0,2,2,0,0,0,1,2,1,2,2,2,2,1,2,1,2,1,1,2,1,0,0,0,2,1,1,2,1,1,2,2,2,2,2,1,1,2,0,0,2,0,1,2,0,2,2,2,0,0,0,0,1,0,2,0
513657.5419,4960715.844,5,1,2,2,1,1,2,2,1,1,2,0,0,1,0,2,2,0,1,2,1,0,2,0,2,2,0,0,2,2,1,1,1,1,1,1,2,2,2,0,0,1,1,1,1,1,2,0,0,1,0,0,2,0,1,1,1,2,2,0,0,1,1,1,1,1,1,2,1,0,0,0,1,1,1,2,2,1,1,1,1,2,1,0,1,1,0,0,0,2,1,1,2,0,2,1,1,1,1,2,2
547251.273,4977786.563,5,2,2,2,0,0,1,1,0,2,1,1,0,2,1,0,2,1,1,1,1,0,1,0,0,1,1,1,1,2,2,0,1,1,1,1,2,2,2,2,1,1,1,0,1,1,2,0,1,1,2,0,1,2,0,1,2,1,1,1,1,1,1,1,2,0,1,1,0,1,2,1,1,0,2,2,0,1,1,0,1,2,0,2,1,0,2,2,0,0,0,2,2,1,1,1,1,1,2,2,2
535947.7397,4927290.166,0,0,2,2,1,2,2,2,1,2,1,1,0,2,1,2,0,1,0,1,2,1,2,0,1,1,2,1,1,2,0,2,1,2,1,0,1,2,1,2,2,1,2,1,2,0,1,1,0,0,2,2,2,1,1,1,0,1,2,0,0,2,0,0,1,2,0,2,1,2,2,1,1,1,1,2,0,2,1,1,1,0,0,2,2,2,2,0,1,1,0,2,2,0,2,0,0,1,2,1,1
509058.1784,4915329.624,0,0,2,1,2,1,1,2,1,0,2,0,1,1,1,0,1,1,1,0,2,1,1,1,0,2,2,1,2,0,2,1,0,2,2,2,1,0,1,2,1,1,1,1,1,1,1,1,0,0,0,2,2,0,1,1,2,2,0,0,2,2,1,0,1,0,1,2,1,0,2,1,2,0,2,1,1,0,2,2,1,2,2,1,0,2,1,0,1,1,1,1,0,1,1,1,1,0,0,0,2
555021.6919,4987708.524,0,2,2,2,0,0,1,2,1,1,2,2,1,2,1,0,1,1,1,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,2,2,1,0,0,2,2,1,2,1,2,0,2,0,0,0,2,0,2,1,0,1,1,1,2,2,0,0,1,0,2,2,1,1,0,2,1,2,1,1,2,0,0,0,1,2,1,2,1,0,2,1,2,1,2,2,0,1,2,1,0,1,1,2,2,1,0
525214.8296,4924064.967,0,0,1,0,1,0,1,2,0,0,2,2,0,2,2,1,1,1,0,2,1,1,0,0,1,0,1,2,2,0,1,2,0,2,0,1,1,1,1,2,1,0,1,2,2,2,0,0,0,0,1,0,0,1,0,2,2,0,0,1,1,1,2,1,2,2,1,0,1,2,1,1,2,1,0,1,2,1,2,1,1,1,1,0,2,2,2,2,2,1,1,1,2,1,1,0,2,0,2,2,2
480917.6395,4996124.48,5,2,1,1,2,1,2,1,2,2,1,2,1,0,2,2,2,0,1,2,2,0,0,2,0,0,0,2,2,1,1,2,1,1,1,2,1,1,2,0,0,1,1,1,2,1,1,1,1,0,0,0,2,1,0,2,1,2,1,2,2,1,2,2,1,1,1,0,2,1,1,2,1,2,0,2,2,2,2,0,1,0,1,2,1,1,1,2,1,0,2,2,2,0,1,0,0,0,1,1,1
498099.7333,4926850.839,0,0,1,1,1,1,1,2,2,0,0,0,1,0,0,0,0,1,1,1,1,1,2,1,0,2,2,1,0,0,1,1,1,2,2,1,2,2,2,1,2,0,0,1,1,1,1,2,1,0,0,2,2,1,1,2,2,0,1,1,0,1,0,0,2,0,2,2,2,0,2,1,2,0,1,2,0,1,2,1,1,2,1,0,2,1,0,1,0,1,2,2,0,1,2,1,1,2,2,1,0
511936.3707,4949834.872,0,0,2,2,0,1,1,1,1,0,1,1,0,1,0,1,0,1,2,1,0,1,2,1,2,1,2,1,0,2,0,0,1,1,1,1,1,2,1,1,0,0,1,1,2,0,1,2,2,0,1,1,2,1,0,1,1,1,2,2,1,2,0,1,2,1,1,2,0,2,0,2,2,1,1,2,1,2,2,0,1,2,1,1,1,0,1,0,0,0,2,1,2,1,2,0,1,1,2,1,1
484559.2965,4984446.995,5,1,0,2,2,1,1,1,1,2,1,0,1,0,0,2,1,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,2,0,2,0,2,0,2,2,1,0,1,1,0,1,1,0,2,1,1,0,2,0,2,1,0,0,1,1,1,2,1,0,2,1,1,2,1,2,1,1,0,1,2,1,0,0,1,1,1,1,0,1,2,1,0,1,0,1,1,1,2,2
478812.9603,4937454.731,5,0,2,2,1,1,2,2,0,2,1,0,0,1,1,2,1,0,2,2,2,2,1,2,2,0,0,0,2,0,0,1,2,2,0,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,1,1,1,0,1,2,2,2,0,0,1,0,0,2,1,0,1,2,2,2,0,0,2,1,0,2,1,2,1,0,0,2,0,1,2,1,0,2,0,2,2,2,1,0,1,2,0,1,0,2,1
552599.7173,4991383.217,0,0,2,1,0,0,1,1,2,2,1,2,1,2,0,1,1,1,1,2,2,0,0,0,0,0,2,2,1,2,0,0,0,0,1,1,1,1,1,0,1,0,2,2,2,0,1,0,2,1,1,1,2,1,1,1,2,0,1,2,1,1,0,0,1,1,0,0,1,2,2,1,0,1,2,1,0,1,0,1,1,2,1,1,1,1,1,0,1,1,0,1,2,2,0,2,1,2,2,1,1
530363.9349,4923025.561,0,0,1,1,1,1,0,0,2,0,0,1,2,0,2,2,1,0,2,2,1,0,0,2,0,1,1,0,2,0,0,2,0,1,0,1,2,1,2,2,1,2,1,1,2,1,2,2,0,0,2,1,2,0,0,0,2,1,0,0,1,1,1,1,0,1,2,1,0,2,1,1,2,0,2,1,2,2,2,0,1,2,0,0,2,2,2,0,1,1,1,1,2,1,2,0,0,2,1,1,2
503870.6351,4928459.26,0,0,2,0,0,2,1,2,2,1,0,1,1,0,1,0,1,1,1,1,1,2,0,0,1,2,0,2,2,1,2,0,0,2,2,2,0,1,1,1,0,2,1,2,2,0,2,1,0,1,1,1,1,0,1,2,2,1,1,1,1,1,0,1,1,0,1,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,1,1,2,2,1,1,0,0,1,2,0,0,1,1,2,1,2,2,2
522284.239,4972791.756,5,2,1,1,0,1,2,1,2,1,1,1,2,1,1,1,0,1,1,2,0,1,2,2,0,1,1,0,1,0,0,2,0,1,2,2,2,1,2,1,2,1,2,1,0,1,0,2,1,0,0,1,1,1,1,1,2,1,0,2,0,1,0,1,0,1,1,0,1,1,1,1,2,0,0,2,0,0,2,0,1,2,1,1,0,1,0,1,1,2,1,1,2,0,2,1,1,0,2,2,0
487605.1369,4921424.276,0,0,2,2,1,1,0,1,1,1,1,0,1,0,0,0,2,1,1,0,2,2,1,2,2,1,1,1,1,0,2,2,1,2,1,0,2,1,2,1,0,1,1,1,1,0,1,2,1,0,0,1,1,1,0,0,2,0,1,2,2,1,0,0,0,0,1,1,1,0,1,2,1,0,2,2,0,2,0,1,1,2,2,2,0,2,1,2,1,1,2,1,0,1,1,1,0,2,2,2,1
483826.213,4961922.308,0,0,2,2,0,0,2,0,2,1,0,2,0,1,1,2,2,0,1,2,2,1,2,2,1,2,0,0,2,1,1,1,1,2,0,2,1,2,0,0,2,2,2,2,2,0,1,2,0,1,0,1,1,1,0,2,0,1,1,2,2,2,0,1,1,1,0,1,2,1,0,1,2,1,1,2,0,2,0,1,0,0,0,0,0,0,0,2,1,1,1,2,0,0,1,0,2,1,2,2,2
492278.6779,4943683.788,0,0,1,1,0,1,1,0,1,1,2,0,2,1,2,1,2,1,1,0,1,0,1,2,1,0,2,2,2,0,2,0,0,2,0,2,2,1,2,1,1,2,0,1,1,1,1,2,0,0,0,1,0,0,0,2,0,2,2,0,1,1,0,1,0,1,2,2,1,0,0,0,2,2,1,2,1,0,1,0,0,2,0,1,0,1,0,1,1,1,2,0,2,0,1,2,2,0,2,2,1
557020.8336,4970156.327,5,1,0,0,1,0,2,1,1,1,2,0,0,1,1,0,0,1,2,1,2,1,0,0,1,1,2,1,0,0,1,0,1,1,2,0,1,1,1,2,0,0,0,1,1,0,1,2,1,1,1,0,2,1,1,2,1,0,2,0,0,1,0,2,1,1,1,1,0,2,0,0,1,0,2,2,0,0,0,1,0,2,2,2,1,0,1,1,0,0,0,2,2,2,1,2,2,2,2,1,1
501830.0625,4972373.301,0,2,1,2,1,2,2,2,2,1,2,1,1,0,2,2,0,1,1,2,1,0,2,2,1,1,2,2,0,2,1,0,0,2,1,1,1,2,0,0,2,2,1,1,1,1,2,2,0,0,0,1,2,1,0,1,1,1,1,2,2,2,1,2,0,1,2,1,2,0,0,2,0,0,2,1,0,1,2,1,1,1,0,1,1,0,1,0,1,1,2,2,1,0,2,0,1,1,2,1,1
557600.2393,4990676.6,0,2,2,1,1,0,0,1,2,2,2,1,1,2,0,0,0,1,1,2,1,0,2,0,0,0,0,1,0,1,2,1,0,1,1,0,2,0,1,1,2,0,2,1,1,2,1,0,1,2,0,0,2,2,1,1,2,1,2,1,2,1,0,1,1,1,1,2,1,1,2,2,1,0,1,0,1,1,0,0,1,1,2,2,2,1,0,0,0,2,0,0,1,2,0,1,2,2,2,2,0
567899.6505,4923669.66,5,1,2,2,0,0,2,2,1,1,1,2,1,0,2,1,1,1,2,1,1,0,1,1,1,1,1,1,0,0,1,2,0,1,0,2,2,0,1,2,2,1,1,2,1,0,2,0,1,2,1,0,2,1,1,1,1,1,2,2,0,0,1,0,0,0,2,2,0,1,0,1,1,0,2,1,1,2,1,1,0,2,2,2,2,2,0,1,1,0,0,1,1,2,1,2,1,2,1,2,0
